9996,-9059,5700
10018,-9048,5649
10021,-9044,5656
10018,-9031,5693
10041,-9014,5639
10030,-9053,5655
9988,-9068,5671
10047,-9066,5667
10021,-9021,5671
10026,-9084,5720
10028,-9046,5667
9854,-8905,5565
9470,-8748,5461
9028,-8564,5455
8740,-8381,5443
8552,-8308,5389
8130,-8262,5417
7591,-8171,5615
7098,-8286,5983
6498,-8201,6502
6175,-8122,7013
6032,-7945,7239
6030,-8018,7451
5999,-8112,7758
6017,-8189,8240
6038,-8226,8454
6168,-8175,8831
6322,-8202,9218
6512,-8256,9473
6458,-8157,9473
6695,-8287,9725
6970,-8190,10113
7323,-8041,10525
7602,-7796,10774
7698,-7507,10889
7715,-7418,10857
7945,-7463,10986
8383,-7321,11166
8521,-7341,11218
8463,-7084,11177
8545,-6719,11086
8449,-6289,10794
8735,-6098,10741
9039,-6082,10955
9621,-6115,11041
9985,-6263,11158
10149,-6175,11123
10405,-6084,11023
10390,-5876,10827
10216,-5733,10644
9743,-5269,9957
9032,-5015,9433
8771,-4918,9020
8727,-4791,8221
8787,-4860,7546
9122,-4914,7328
9124,-5109,6828
8871,-5265,6521
8690,-5412,6319
8672,-5459,6208
8656,-5408,6252
8565,-5626,5964
8067,-6297,5538
7597,-6950,5459
7508,-7295,5485
7607,-7337,5474
7683,-6783,5461
7551,-6444,5655
7662,-6000,5873
7689,-6116,5760
7568,-6391,5653
7431,-6523,5661
7712,-6895,5412
7906,-7660,5325
8554,-8360,5270
8758,-8535,5320
8459,-8432,5300
8646,-8514,5298
8667,-8658,5339
8547,-9012,5537
8293,-9163,5717
7881,-9319,6019
7820,-9572,6338
7443,-9643,6763
7545,-9981,7203
7715,-10161,7686
7676,-10165,7986
7084,-9675,7738
6811,-9376,7512
7224,-9310,6492
7801,-9050,5826
8081,-8505,5406
8135,-7855,5260
8532,-7284,5168
8404,-6859,5245
8007,-6402,5444
7379,-5704,6209
6886,-5309,7314
6928,-5340,8442
7167,-5390,9080
7394,-5358,9220
7848,-5150,9244
8289,-5021,9222
8465,-5193,9732
8646,-5639,10432
8902,-6359,11101
9061,-6930,11390
9515,-7582,11648
9470,-8140,11685
9714,-8796,11658
10035,-9332,11569
10226,-9553,11430
10143,-9651,11391
10381,-9752,11397
10367,-9807,11306
11162,-9475,11583
10663,-9840,11389
10307,-10173,11092
10422,-10453,10837
10201,-10855,10149
10176,-10980,9904
9954,-11078,9324
9700,-11005,9214
9313,-10926,9070
9001,-10891,8773
8910,-10808,8882
8692,-10760,8680
8159,-10468,8295
8195,-10508,8092
8543,-10641,7893
8276,-10302,7125
8525,-10133,6654
8633,-9851,6141
8759,-8887,5351
8946,-8738,5286
8623,-9361,5745
8528,-9956,6284
8713,-9499,5732
8544,-8672,5355
8647,-6786,5203
8551,-6458,5357
8589,-6372,5375
8513,-5950,5636
8719,-5637,5866
9410,-5800,5796
9891,-5811,5885
10502,-5942,6054
10898,-5727,6507
11427,-5486,7415
11641,-5331,8418
11489,-5314,9083
11725,-5708,10227
11975,-6346,10839
12066,-6879,11288
12039,-7538,11593
11868,-7821,11736
11492,-8372,11867
11204,-8732,11870
10861,-8997,11757
10798,-9078,11758
10881,-9409,11614
11170,-9724,11450
10957,-9850,11273
10619,-9972,11167
10403,-10195,10913
10010,-10344,10651
10351,-10452,10596
10596,-10617,10471
11095,-11038,9591
11221,-11127,8445
11231,-10894,7473
11490,-10507,6942
10989,-9711,6032
10461,-9176,5599
10013,-8493,5283
9686,-8561,5301
9583,-7732,5153
9365,-7293,5152
9340,-7433,5137
9499,-8425,5276
9800,-10055,6146
9497,-10387,6667
9554,-10619,7092
9747,-10950,7895
9554,-10879,9161
9376,-10698,9775
9151,-10499,9982
8916,-10327,10054
8693,-10343,9858
8772,-10245,10061
8721,-10165,10136
8394,-10047,10087
8674,-9729,10720
8539,-8630,11183
8391,-7865,11202
8401,-7146,11134
8348,-7139,11121
8059,-7090,11002
7505,-7152,10622
7287,-7431,10506
7146,-8489,10244
7483,-9250,10098
7945,-9835,9943
8822,-10511,9792
9776,-10758,10000
11100,-11035,9830
11968,-10951,9688
12686,-10745,9560
13013,-10603,9345
13251,-10348,8830
13228,-10158,8157
12716,-9983,7323
12461,-9543,6729
12139,-9191,6272
11998,-9180,6198
11951,-8841,6060
12170,-8367,6141
12274,-7774,6246
12301,-7583,6308
12741,-7569,6744
13283,-7715,7320
13467,-7753,7525
13340,-7411,7518
13195,-7185,7553
13007,-6729,7667
12708,-6133,8120
12544,-5905,9025
12742,-6208,9910
13001,-6481,9959
13045,-6742,10333
13569,-7201,9980
13932,-7690,8865
13932,-7965,8435
13931,-8179,8305
13819,-8996,8148
13531,-9764,7976
13240,-10130,8172
13038,-10236,7822
12509,-10220,7325
12229,-10125,6966
11743,-9826,6391
11473,-9734,6200
11246,-9568,6055
11304,-9381,5939
11546,-9462,6112
12190,-9690,6594
13336,-9625,7659
13890,-9385,8500
14021,-9506,9113
13924,-9542,9914
13192,-9916,10739
12336,-10614,10450
12139,-11010,9302
12127,-10869,8101
12096,-10565,7399
11980,-10087,6834
12216,-9505,6547
12455,-8850,6428
12420,-8291,6282
12136,-7605,6107
11751,-6809,6239
11576,-6320,6420
11279,-5957,6520
11210,-5609,6903
11305,-5409,7287
11286,-5245,7851
11302,-5178,8360
11166,-5108,8972
10899,-5175,9750
10411,-5403,10459
10226,-5801,10913
10246,-6116,11205
10473,-6446,11343
10373,-6468,11406
10161,-6750,11642
10007,-7175,11705
9909,-7065,11683
9606,-7462,11703
9189,-7911,11575
8846,-8188,11443
8598,-8209,11336
8461,-8134,11233
8013,-8213,10945
7254,-8436,10287
6687,-8499,9602
6823,-8480,9682
6858,-7963,10005
7112,-7169,10327
7190,-6584,10214
7206,-5860,9797
7460,-5299,9205
7632,-5000,8535
7778,-4915,7664
7784,-5068,6906
7911,-5402,6340
8075,-5853,5799
8242,-6572,5330
8338,-7259,5173
8561,-7565,5144
8617,-7926,5116
9092,-8638,5316
9831,-9539,5712
10191,-10088,6194
10264,-10611,6887
10305,-10859,7251
10023,-10959,7588
10060,-11121,8210
10264,-11112,8919
10119,-10977,9683
9520,-10640,10093
8996,-10278,10260
8466,-9774,10406
7765,-9192,10332
7673,-8837,10520
7898,-8126,10919
8332,-7347,11113
8131,-6623,10886
8463,-6184,10762
8496,-6082,10732
8615,-6049,10741
8366,-5770,10388
7940,-5806,10145
8041,-5766,10240
8334,-5603,10112
8416,-5308,9727
8733,-5007,9283
8908,-4816,8661
8936,-4751,8261
9006,-4757,8397
9080,-4829,7714
9077,-4878,7402
8995,-5010,6991
8857,-5088,6763
8650,-5288,6384
8182,-5680,5989
7553,-6275,5717
7036,-6888,5707
6715,-7481,5932
6399,-7970,6389
6181,-8425,7181
6278,-8779,7927
6424,-8942,8253
6773,-9349,7641
6997,-9248,6818
7311,-8949,6101
7545,-8323,5603
7640,-7514,5408
7431,-6721,5599
7244,-5914,6143
7253,-5313,7039
7404,-5081,8255
7744,-5390,9505
7968,-6012,10479
8433,-6230,11184
8772,-7222,11383
9087,-7451,11525
9198,-7537,11574
9254,-7599,11553
9415,-7753,11535
9115,-7856,11506
9106,-7969,11442
8902,-8069,11431
8596,-8115,11223
7832,-8237,10834
7334,-8513,10375
7139,-8711,10038
6960,-8835,9726
6786,-8971,9388
6683,-9076,9028
6620,-9120,8657
6749,-9444,8353
6994,-9686,7683
7447,-9816,7043
7903,-10022,6710
8471,-10153,6536
8987,-10203,6385
9697,-9957,6025
10393,-9645,5879
10932,-9674,6046
11638,-9697,6300
11954,-9785,6510
11963,-9640,6482
11622,-9452,6239
11237,-9152,5889
10475,-8528,5453
9883,-8004,5309
9034,-7383,5209
8901,-7204,5218
8743,-6976,5300
8554,-6620,5401
8391,-6353,5514
8070,-6062,5704
8000,-5914,5856
8020,-5785,5959
7974,-5637,6111
7986,-5536,6267
8035,-5270,6591
8306,-4987,7033
8479,-4867,7361
8696,-4837,7402
9302,-4806,8000
9671,-4806,8239
9876,-4883,8242
10136,-4890,8281
10309,-4930,8219
10412,-4974,8226
10521,-5007,8168
11094,-5229,8107
11323,-5366,7898
11576,-5585,7620
11843,-5864,7369
11603,-5982,6936
11310,-6067,6596
11115,-6069,6462
10788,-6024,6256
9887,-6021,5909
8867,-6005,5771
7837,-6173,5735
6979,-6557,5910
6488,-6926,6244
6252,-7065,6471
6096,-7031,6725
5995,-6973,6928
5987,-6665,7187
6110,-6305,7095
6238,-6003,7134
6587,-5712,7116
6945,-5540,6915
7380,-5317,6980
7807,-5079,7172
8119,-5021,7125
8218,-5051,7026
8124,-5096,6855
8028,-5287,6553
8157,-5329,6425
8320,-5231,6551
8492,-5126,6710
8697,-4964,7042
8933,-4832,7374
9180,-4729,7799
9423,-4737,8092
9621,-4727,8545
9764,-4809,8991
9970,-4933,9420
10239,-5084,9659
10460,-5184,9868
10718,-5300,9919
10795,-5337,10036
10986,-5471,10197
11235,-5680,10349
11664,-5958,10486
11931,-6115,10547
12199,-6353,10489
12457,-6516,10604
12837,-6834,10586
13131,-7097,10472
13457,-7396,10308
13764,-7762,10004
13869,-7961,9677
13923,-7993,9453
13865,-7959,9604
13733,-7612,9605
13756,-7657,9607
13783,-7806,9764
13747,-7767,9749
13874,-7828,9640
13780,-7762,9619
13816,-7789,9853
13811,-7995,9980
13771,-7645,9673
13636,-7389,9370
13641,-7346,9306
13715,-7474,9252
13773,-7528,9224
13784,-7537,9212
13750,-7391,9312
13626,-7226,9187
13506,-6969,9042
13212,-6597,8718
12878,-6252,8448
12193,-5791,7931
11520,-5483,7566
10899,-5282,7361
10093,-5205,6855
9513,-5230,6568
9056,-5240,6428
8364,-5338,6339
7804,-5410,6370
7356,-5406,6586
6914,-5567,6732
6490,-5824,6914
6266,-5886,7369
6220,-5920,8018
6334,-5998,8569
6493,-6164,9062
6707,-6466,9613
7086,-6507,9996
7341,-6641,10372
7615,-6825,10626
8051,-6853,10888
8611,-6953,11153
9160,-7073,11388
9778,-7118,11534
10523,-7136,11614
10756,-7083,11586
10783,-7062,11588
10814,-7082,11606
10815,-7116,11600
10718,-7497,11719
10875,-8196,11778
11110,-8743,11721
11124,-9114,11665
11054,-9545,11516
10841,-9955,11252
10737,-10215,11005
10779,-10449,10704
10866,-10926,9983
10995,-11095,9468
10825,-11123,8807
10899,-11057,8301
10727,-10908,7653
10650,-10716,7187
10556,-10403,6745
9930,-10133,6338
9394,-9830,6077
8951,-9546,5909
8343,-9240,5859
7795,-8825,5821
7292,-8357,5796
7044,-7901,5790
6714,-7353,5901
6681,-6921,5993
6716,-6384,6195
6793,-5945,6437
6807,-5622,6802
6947,-5399,7184
7085,-5243,7383
7220,-5146,7638
7302,-5073,7750
7527,-4962,7641
7637,-4965,7620
